temperature,humidity,co2,crop_type,crop_stage,risk_score
10.0,92.90663,1643.662726,strawberry,flowering,0.818143
26.2657,88.84594,1315.182215,tomato,vegetative,0.164045
26.340022,59.211889,646.49193,cucumber,vegetative,0.244637
20.467861,67.176078,737.545959,strawberry,flowering,0.018609
20.74244,53.924311,1134.34407,lettuce,fruiting,0.141682
27.534456,73.176836,864.800336,capsicum,flowering,0.011281
21.563432,69.710777,798.090456,strawberry,vegetative,0.001045
21.475778,73.622866,1411.939494,cucumber,vegetative,0.136861
10.0,33.976712,436.692243,lettuce,fruiting,0.731989
21.176282,76.726754,1385.553727,cucumber,vegetative,0.120501
21.555516,71.469963,943.094454,strawberry,fruiting,0.005332
10.683406,95.558051,1631.570403,tomato,vegetative,0.601943
12.376801,44.46918,1516.697063,tomato,fruiting,0.599157
24.533797,86.601908,869.50857,cucumber,fruiting,0.019007
18.389538,63.383771,932.240821,lettuce,vegetative,0.0
10.0,94.719893,1649.873509,strawberry,fruiting,0.743666
23.217524,73.927552,674.51599,strawberry,fruiting,0.0
37.628218,100.0,1742.588177,cucumber,flowering,0.91023
36.056747,42.497668,503.3991,strawberry,fruiting,0.800078
16.762439,65.238807,930.687608,lettuce,vegetative,0.000401
40.568538,45.052801,354.190621,lettuce,vegetative,0.763793
37.726145,40.546236,317.490553,strawberry,vegetative,0.764774
32.792965,52.837504,807.516539,capsicum,vegetative,0.191338
27.733196,66.362187,928.145924,capsicum,vegetative,0.008997
10.111937,79.933834,605.849466,lettuce,fruiting,0.374847
21.674824,68.550399,1038.255207,capsicum,flowering,0.0
36.819508,98.984958,354.980288,strawberry,flowering,1.0
23.914275,88.167178,955.983409,cucumber,vegetative,0.0
16.183884,71.563108,830.86243,strawberry,flowering,0.022681
12.931087,99.682397,1771.355971,tomato,vegetative,0.616044
15.24467,56.96078,663.332905,strawberry,fruiting,0.079222
28.032299,68.855643,1107.658333,tomato,flowering,0.052243
20.393725,84.418019,992.341702,capsicum,fruiting,0.132686
25.841887,67.745992,1014.799233,tomato,vegetative,0.031695
22.388059,67.997702,918.506301,tomato,vegetative,0.016511
38.170989,93.219406,1575.471096,strawberry,fruiting,0.882114
38.906424,87.20436,463.856996,strawberry,fruiting,0.755652
27.892008,82.07944,1048.340646,cucumber,fruiting,0.011368
15.580524,57.09003,494.706142,cucumber,fruiting,0.657829
19.717496,67.008713,837.499754,lettuce,fruiting,0.005881
17.488604,64.969627,755.95388,strawberry,flowering,0.011211
36.17309,92.319304,365.777539,tomato,vegetative,0.669496
23.774402,78.500048,1162.823799,tomato,vegetative,0.0
41.958126,36.330049,457.092494,strawberry,fruiting,0.877254
23.895587,66.785108,998.201362,strawberry,vegetative,0.016523
21.154854,66.861722,1054.942693,tomato,vegetative,0.0
19.974709,65.188565,836.003841,strawberry,vegetative,0.0
25.012172,83.129532,1177.530824,cucumber,vegetative,0.001122
24.350113,74.954991,1174.183056,cucumber,fruiting,0.021837
27.635026,56.736036,985.343105,capsicum,fruiting,0.000908
14.759154,71.491123,773.416624,lettuce,flowering,0.024718
22.455357,65.777801,1055.996748,tomato,fruiting,0.0
24.340821,76.068729,1146.53045,tomato,flowering,0.0
18.370097,50.877319,722.81241,strawberry,fruiting,0.109453
38.548344,100.0,505.84488,cucumber,flowering,0.855056
10.0,99.675826,426.341234,lettuce,vegetative,0.6277
19.167564,61.517759,792.864425,lettuce,fruiting,0.026018
33.640749,39.831358,562.980357,tomato,fruiting,0.679588
16.534863,63.908817,780.170825,lettuce,vegetative,0.0
23.720723,89.834638,1024.168921,cucumber,flowering,0.0
35.482575,100.0,1527.454162,cucumber,fruiting,0.615659
17.922887,72.509969,758.031868,strawberry,flowering,0.0
23.557222,79.9613,953.742795,capsicum,fruiting,0.091588
10.0,32.276742,455.384578,strawberry,flowering,0.83074
38.023603,42.569238,419.492059,tomato,vegetative,0.757475
18.359916,66.137584,826.144424,strawberry,flowering,0.0
26.680611,75.816945,1389.905811,cucumber,fruiting,0.081555
31.534449,81.791279,715.983185,capsicum,vegetative,0.26284
20.596423,60.894029,974.966289,lettuce,vegetative,1.2e-05
22.236461,86.55643,855.796776,cucumber,fruiting,0.0
37.761937,90.615807,1450.476574,capsicum,flowering,0.862206
13.757858,56.076819,892.122342,lettuce,fruiting,0.093082
22.340829,74.167902,812.315437,tomato,flowering,0.000155
21.313655,55.364998,941.852793,capsicum,vegetative,0.0
13.511129,90.318545,735.377796,tomato,vegetative,0.328078
11.549292,71.241622,847.75544,lettuce,flowering,0.170845
17.257175,66.600289,923.575652,lettuce,vegetative,0.0
27.886895,75.369888,930.151392,cucumber,flowering,0.012414
25.327627,73.17629,1089.695812,cucumber,flowering,0.01306
13.983391,96.80119,1533.068015,capsicum,flowering,0.820799
26.752487,70.003834,931.520968,capsicum,vegetative,0.0
24.789151,63.278569,1120.62106,capsicum,fruiting,0.0
17.219033,83.525311,1021.607014,capsicum,vegetative,0.186694
10.0,86.890581,329.396407,lettuce,flowering,0.780307
18.60403,72.733367,1341.864413,cucumber,fruiting,0.216608
35.509559,38.088915,591.264158,tomato,fruiting,0.789431
25.744891,77.176914,1173.635482,tomato,flowering,0.014989
21.853745,77.217676,904.568157,tomato,flowering,0.016049
23.359766,54.135418,682.01968,lettuce,vegetative,0.113297
32.321099,32.958107,1441.840099,lettuce,vegetative,0.852735
27.635775,79.050523,1048.737901,cucumber,fruiting,0.0
26.782857,50.590798,715.686162,tomato,fruiting,0.199868
32.115949,88.496715,1254.959703,cucumber,fruiting,0.189774
22.122698,81.668646,1154.955499,cucumber,fruiting,0.0
13.001396,76.185466,1186.044964,lettuce,flowering,0.301294
27.505309,72.648746,1096.745663,lettuce,flowering,0.34277
17.129349,63.123951,980.350713,strawberry,flowering,0.011938
25.76829,78.905828,802.942372,cucumber,vegetative,0.0
23.065533,74.372697,913.303334,strawberry,flowering,0.015224
17.658942,88.297629,1340.832355,cucumber,vegetative,0.20983
24.447437,64.33063,998.292792,strawberry,flowering,0.02457
21.471699,69.958307,1103.98702,capsicum,fruiting,0.0
13.233849,80.791587,1079.279801,lettuce,vegetative,0.208362
22.726159,71.111109,942.910037,strawberry,flowering,0.0
19.705604,62.210443,849.972186,strawberry,vegetative,0.0
20.064533,74.888763,812.336029,tomato,flowering,0.001364
10.0,30.06586,1596.964098,strawberry,flowering,0.932002
25.614709,72.247567,1015.167633,tomato,flowering,0.0
26.145156,72.394129,1016.790146,strawberry,fruiting,0.025069
16.392601,67.241939,822.470713,lettuce,vegetative,0.011299
15.236387,65.276174,932.95294,lettuce,flowering,0.004267
25.590906,76.838715,1051.27348,tomato,fruiting,0.0
22.929304,74.992885,1025.650603,capsicum,vegetative,0.0
15.262502,67.590522,1004.628831,lettuce,vegetative,0.0
10.0,87.04661,446.166254,lettuce,vegetative,0.527994
15.957282,62.331204,809.714113,lettuce,fruiting,0.020932
25.864841,72.3111,1054.291565,capsicum,fruiting,0.00398
10.0,39.486628,1665.478712,lettuce,fruiting,0.714843
11.90339,49.454337,1488.238128,cucumber,vegetative,0.696576
24.240233,70.307008,1151.605536,cucumber,vegetative,0.0
25.78944,65.861041,939.570846,tomato,fruiting,0.005809
15.618076,65.799489,738.904966,strawberry,fruiting,0.002411
32.497829,39.821327,1418.74271,strawberry,flowering,0.899128
28.574111,51.008844,1015.846889,capsicum,vegetative,0.083643
10.0,98.171921,493.602211,strawberry,vegetative,0.5842
25.895227,73.975156,1093.947305,capsicum,vegetative,0.00565
13.620626,93.841098,1493.382419,capsicum,flowering,0.75452
28.34756,78.007389,1013.198076,strawberry,fruiting,0.171218
19.0632,65.002182,720.734982,strawberry,flowering,0.0
40.340063,49.387806,575.225139,cucumber,flowering,0.97304
32.872875,56.557043,1372.238034,capsicum,vegetative,0.249552
18.814956,62.811919,866.732823,lettuce,flowering,0.012751
20.4085,61.56719,863.903547,lettuce,flowering,0.0
30.906612,76.636484,1354.120152,capsicum,vegetative,0.187835
10.697601,45.262607,352.084422,cucumber,flowering,1.0
21.799278,61.191072,965.016717,lettuce,fruiting,0.034575
39.212668,40.840372,1485.668194,cucumber,vegetative,0.781895
22.717343,66.743109,826.991679,capsicum,vegetative,0.0
24.160135,65.072819,979.647517,strawberry,vegetative,0.0
25.559014,88.756097,836.001413,cucumber,vegetative,0.006659
10.0,42.149222,455.391178,lettuce,fruiting,0.642847
27.062166,74.136174,646.195913,lettuce,vegetative,0.268371
17.55804,68.013401,960.842887,strawberry,fruiting,0.0
27.158561,61.67852,934.485866,capsicum,flowering,0.023659
26.88085,86.984971,912.664089,cucumber,fruiting,0.0155
20.641282,60.475531,753.566457,lettuce,fruiting,0.006355
21.633419,74.614885,718.693449,strawberry,flowering,0.0
24.58204,68.992554,1044.713494,capsicum,fruiting,0.003137
24.343653,75.172367,971.512453,cucumber,fruiting,0.009367
14.287765,87.388162,1322.294258,tomato,fruiting,0.325614
23.313588,88.73333,929.511251,cucumber,flowering,0.002216
14.631991,81.63383,1185.370521,strawberry,vegetative,0.171224
23.306135,57.203758,933.148325,capsicum,fruiting,0.0
23.85853,63.268967,903.537368,tomato,vegetative,0.012018
26.048252,80.596317,958.61609,cucumber,vegetative,0.005687
16.084001,60.527408,1081.80035,lettuce,vegetative,0.02213
14.860697,36.586004,1561.898266,capsicum,fruiting,0.649993
27.035289,64.219006,1363.200742,capsicum,fruiting,0.09641
40.414646,40.222449,477.687651,strawberry,vegetative,0.679577
20.782921,53.101072,1425.993357,capsicum,flowering,0.165859
10.92455,44.527792,467.567641,tomato,fruiting,0.730174
11.264561,43.653738,436.696438,tomato,flowering,0.867696
18.818715,67.031907,1010.256727,tomato,fruiting,0.0
11.477385,42.301058,522.711808,capsicum,vegetative,0.589421
10.0,38.621735,1589.070312,strawberry,flowering,0.842669
32.653981,88.933302,1573.18221,lettuce,flowering,1.0
21.076359,69.296364,874.507243,lettuce,fruiting,0.0
36.426178,100.0,1557.848079,cucumber,vegetative,0.567712
20.036708,73.175804,1047.558124,capsicum,fruiting,0.002792
10.0,93.3597,446.259213,strawberry,vegetative,0.530795
26.367179,89.125847,833.592682,cucumber,fruiting,0.0
17.891623,62.977414,870.912247,lettuce,vegetative,0.0
23.216086,71.480344,1140.801754,capsicum,flowering,0.0
26.767601,71.161247,1094.002544,capsicum,vegetative,0.0
10.0,87.474009,347.46756,strawberry,vegetative,0.529238
17.066611,67.155793,937.65058,lettuce,fruiting,0.007793
22.316504,64.120671,916.545257,strawberry,fruiting,0.009416
20.293609,72.680392,1070.592044,capsicum,vegetative,0.010116
22.969704,76.481372,1057.473918,cucumber,vegetative,0.016986
21.549548,64.546267,861.327273,strawberry,flowering,0.003511
35.32763,97.841774,1479.09197,tomato,vegetative,0.623435
21.938466,74.828367,726.022063,strawberry,flowering,0.0
26.384703,66.237926,561.983704,lettuce,vegetative,0.249085
19.729646,74.165112,1067.791959,tomato,fruiting,0.0
21.563779,63.775261,899.37079,strawberry,fruiting,0.035981
25.920083,61.279289,888.448164,capsicum,vegetative,0.007013
14.559598,62.038561,1111.652606,strawberry,flowering,0.08019
20.208596,70.935319,741.267339,strawberry,flowering,0.0
27.943987,74.549618,664.237278,cucumber,vegetative,0.092076
16.149815,100.0,563.409547,cucumber,fruiting,0.52555
12.763679,37.422704,363.759595,tomato,fruiting,0.757249
31.018791,65.685635,887.055216,tomato,vegetative,0.145131
11.491626,93.637204,1798.559132,tomato,fruiting,0.715028
19.779194,67.709201,780.904003,lettuce,flowering,0.01018
22.92015,74.519548,1130.384211,capsicum,vegetative,0.0
33.109602,59.950404,716.798474,cucumber,vegetative,0.341843
24.930565,78.77046,1088.342895,cucumber,vegetative,0.015557
32.220778,40.58527,466.202609,lettuce,flowering,0.985269
23.730175,68.682715,941.420707,strawberry,fruiting,0.007331
23.890615,62.764365,1091.726307,capsicum,flowering,0.0
29.119414,63.837003,810.571538,cucumber,fruiting,0.13297
17.226256,81.583092,941.642077,strawberry,fruiting,0.038351
16.058825,54.702749,1118.638902,strawberry,vegetative,0.130692
16.84262,66.18993,785.628066,strawberry,flowering,0.0
18.012247,70.933989,726.651084,lettuce,vegetative,0.031131
26.262033,72.405662,849.807878,cucumber,flowering,0.0
21.614787,55.766888,1178.241566,capsicum,vegetative,0.00439
15.73813,66.243999,929.183353,strawberry,fruiting,0.004377
11.973767,59.522804,609.871218,lettuce,flowering,0.194062
30.267645,76.823517,982.610583,cucumber,flowering,0.109889
23.430946,75.504068,806.403038,cucumber,flowering,0.022289
29.807538,62.990946,1426.96386,cucumber,fruiting,0.272989
19.024536,69.225283,1151.260827,cucumber,fruiting,0.129584
22.746963,73.017501,849.068476,tomato,flowering,0.023759
39.494874,50.260405,1497.32838,cucumber,fruiting,0.813005
21.92681,45.9763,1330.343976,capsicum,fruiting,0.191294
25.179827,77.080199,802.272609,tomato,vegetative,0.019046
19.184377,66.54422,1040.526217,strawberry,flowering,0.014992
14.570608,99.390651,542.367905,capsicum,flowering,0.832566
22.493075,76.454751,938.868171,tomato,fruiting,0.0
17.171733,68.535834,748.580596,lettuce,fruiting,0.0
20.309709,65.233585,877.740883,capsicum,flowering,0.0
37.272165,40.093898,319.7156,strawberry,vegetative,0.801655
11.86679,58.777129,576.059904,strawberry,fruiting,0.237068
25.885322,70.57399,1268.747437,cucumber,flowering,0.035487
23.046299,68.201112,984.438061,capsicum,fruiting,0.013797
22.24952,66.016339,1174.386617,tomato,fruiting,0.0
33.318728,63.633758,690.68484,cucumber,vegetative,0.317758
13.876788,68.711434,1216.872255,tomato,vegetative,0.137399
22.556323,72.782122,1066.039224,cucumber,flowering,0.0
26.591026,56.523106,1157.464035,capsicum,fruiting,0.0
10.978778,95.912874,318.269666,capsicum,fruiting,0.903766
10.361517,49.955706,551.746075,cucumber,fruiting,0.859496
26.667624,52.87227,1320.566343,capsicum,vegetative,0.085518
15.410451,46.600292,400.260405,cucumber,vegetative,0.717302
17.926688,79.132778,828.584963,tomato,flowering,0.0
28.542272,65.790525,998.077566,strawberry,fruiting,0.156865
25.797343,70.927341,1002.244391,cucumber,fruiting,0.003597
11.770033,94.636254,444.746466,tomato,vegetative,0.585467
15.676972,66.817919,763.89846,lettuce,vegetative,0.004904
21.941959,63.97793,863.699059,lettuce,fruiting,0.015711
25.974102,76.354847,775.113176,cucumber,vegetative,0.006019
25.039635,61.176636,1104.506976,tomato,flowering,0.002007
14.999449,100.0,1525.393256,cucumber,flowering,0.655525
23.033296,71.60579,1165.648673,lettuce,flowering,0.166572
21.99867,54.641201,647.325818,lettuce,flowering,0.137624
31.773054,81.338843,806.495011,tomato,vegetative,0.173757
20.615516,64.428901,998.549875,tomato,vegetative,0.012993
21.489126,79.797958,693.940056,capsicum,flowering,0.162262
41.942021,32.615862,1522.144028,strawberry,flowering,1.0
25.725368,50.948449,635.795314,strawberry,flowering,0.247047
22.09736,71.445212,1029.115964,strawberry,flowering,0.001868
26.589235,75.122581,1004.132669,cucumber,fruiting,0.004648
18.089259,61.041449,994.617265,lettuce,fruiting,0.0
12.394098,75.407549,692.459348,lettuce,flowering,0.227496
25.952437,60.382942,1071.626596,capsicum,flowering,0.0
24.668348,77.684888,1107.258546,cucumber,vegetative,0.021118
21.763139,78.117709,1111.811982,tomato,vegetative,0.002082
25.126281,67.861403,951.872588,strawberry,fruiting,0.0
17.878822,70.046427,1322.601073,cucumber,fruiting,0.2087
17.843331,76.98572,778.270276,capsicum,flowering,0.166277
10.0,32.547779,375.330334,lettuce,vegetative,0.649964
11.674089,38.781092,1650.043374,tomato,flowering,0.903316
23.663199,66.580459,1125.161351,capsicum,flowering,0.0
18.106044,81.254334,1396.983111,capsicum,flowering,0.286268
34.971228,100.0,471.220354,cucumber,flowering,0.750425
20.560456,64.190185,997.895482,cucumber,fruiting,0.119891
37.068824,45.424199,1683.127389,tomato,flowering,0.95701
20.388881,62.219871,772.887586,lettuce,fruiting,0.003921
25.735925,70.387829,1166.243331,cucumber,fruiting,0.0
19.721679,78.38552,1190.890416,tomato,fruiting,0.0
15.423704,68.57112,874.996904,lettuce,fruiting,0.00119
24.226845,86.04655,1156.052279,cucumber,fruiting,0.0
11.273459,32.860913,541.826605,tomato,flowering,0.919851
10.0,41.106761,1565.816692,lettuce,flowering,0.820099
10.0,43.827555,436.543182,strawberry,flowering,0.707677
31.609285,84.434664,888.818574,tomato,vegetative,0.205858
14.306869,61.063204,676.857451,lettuce,vegetative,0.049067
20.266501,84.911168,1160.089989,capsicum,flowering,0.179315
40.486656,94.772078,1675.505338,capsicum,flowering,1.0
33.180656,95.897196,404.066028,lettuce,flowering,1.0
17.243318,63.981368,642.942845,lettuce,fruiting,0.051447
21.685015,64.365566,976.704156,tomato,fruiting,0.003511
25.760283,63.336531,1018.068207,tomato,fruiting,0.024976
11.210053,37.935117,536.331656,cucumber,fruiting,0.962527
11.891715,96.258736,482.012746,capsicum,fruiting,0.821841
18.776322,86.667882,736.897866,strawberry,fruiting,0.188991
39.100059,31.83859,357.400948,capsicum,fruiting,0.987646
11.579693,36.861759,1515.21201,capsicum,flowering,0.83538
27.699996,76.876984,528.094872,lettuce,flowering,0.538626
20.506243,60.310359,941.95398,lettuce,vegetative,0.001611
25.764087,54.676987,731.90729,lettuce,fruiting,0.236729
40.023219,96.573511,400.933202,tomato,vegetative,0.746938
26.480437,74.027133,1028.50452,cucumber,vegetative,0.018529
29.628479,30.686631,1322.450978,lettuce,flowering,0.949053
11.010184,100.0,546.80045,cucumber,flowering,0.826252
27.705183,74.597312,1017.173529,capsicum,flowering,0.0
23.663856,61.964874,967.526452,strawberry,flowering,0.009147
25.015242,74.565781,1120.490823,cucumber,flowering,0.0
19.29841,63.426498,875.964665,tomato,fruiting,0.011238
30.770696,63.757222,1356.302119,capsicum,vegetative,0.177227
11.594534,100.0,1706.452363,cucumber,vegetative,0.647736
23.381705,80.178458,843.498606,cucumber,fruiting,0.0
17.178347,72.968779,989.529032,tomato,flowering,0.039545
10.0,97.765808,1366.760808,lettuce,fruiting,0.731924
21.883882,64.586204,855.826076,lettuce,vegetative,0.0
16.602523,31.734925,551.90033,cucumber,vegetative,0.634909
19.442724,48.061334,852.75511,lettuce,flowering,0.178795
16.579224,60.779055,703.373695,lettuce,vegetative,0.0
26.937519,61.321726,846.967846,tomato,fruiting,0.0
19.25867,87.243572,1433.06612,cucumber,fruiting,0.212461
30.806913,100.0,1121.830927,cucumber,vegetative,0.239375
16.009657,56.591359,870.076184,tomato,flowering,0.161284
34.182848,42.261292,1677.121408,lettuce,fruiting,0.913862
32.737761,62.19369,1081.685601,capsicum,flowering,0.208371
22.041528,78.401088,1060.737275,tomato,fruiting,0.015205
24.38037,55.060141,858.041446,strawberry,vegetative,0.062433
10.0,30.598955,1735.86189,strawberry,flowering,0.926246
17.96766,63.776586,885.566595,strawberry,flowering,0.009044
23.823219,62.113004,707.161708,strawberry,vegetative,0.011415
25.639252,88.200387,1021.464178,cucumber,fruiting,0.0
22.994042,62.871928,929.466824,capsicum,flowering,0.0
27.553968,68.660386,587.41386,strawberry,flowering,0.223426
33.231353,67.726291,1314.508591,cucumber,flowering,0.336587
32.048719,33.239114,1427.06018,lettuce,fruiting,0.977389
36.361283,38.511249,1385.716966,strawberry,vegetative,0.76378
10.967307,48.988088,761.263386,lettuce,flowering,0.367588
27.058107,74.413165,1172.973001,capsicum,fruiting,0.0
26.830159,73.597487,1039.684199,capsicum,flowering,0.021089
13.68871,30.848011,1620.725339,capsicum,vegetative,0.691243
17.574632,79.53215,1375.919661,tomato,vegetative,0.060333
10.793933,63.562146,1194.930296,lettuce,vegetative,0.240706
18.916491,62.057331,859.581738,strawberry,fruiting,0.018509
11.930545,96.693176,1796.009611,capsicum,fruiting,0.901709
25.818295,58.379422,832.01817,capsicum,fruiting,0.0
23.70654,69.101515,890.942654,capsicum,fruiting,0.0
24.419985,63.765126,844.759825,strawberry,flowering,0.008662
38.749953,91.626276,383.06701,capsicum,vegetative,0.725463
27.059975,59.528633,1242.715694,cucumber,vegetative,0.118883
29.34656,82.950069,346.407564,lettuce,vegetative,0.61529
19.560463,62.689952,755.122224,lettuce,fruiting,0.0
37.623325,94.428142,1746.242142,lettuce,fruiting,1.0
25.19592,55.157854,1141.241655,capsicum,flowering,0.00179
30.625556,83.792215,1423.533581,tomato,vegetative,0.300343
21.857994,74.01881,647.984275,lettuce,vegetative,0.088853
13.494169,56.992167,810.138261,lettuce,vegetative,0.083644
18.114332,88.083519,1291.896621,cucumber,vegetative,0.147773
24.06585,72.70673,783.160167,strawberry,vegetative,0.011311
21.474347,74.289111,1102.506948,capsicum,fruiting,0.017505
15.710154,61.283545,979.261797,lettuce,fruiting,0.003126
24.696639,56.576906,809.042713,capsicum,flowering,0.01875
19.044517,68.126701,899.773942,strawberry,fruiting,0.000358
23.619103,71.927341,1123.934588,tomato,fruiting,0.0
25.972366,86.001177,1106.236135,cucumber,vegetative,0.000617
18.608367,61.060828,856.41051,lettuce,flowering,0.020275
30.855249,81.723841,818.976226,strawberry,vegetative,0.277533
23.326677,63.904992,809.845042,strawberry,vegetative,0.0
24.546354,73.968138,687.619268,cucumber,fruiting,0.076587
18.333316,62.691868,1243.794749,capsicum,flowering,0.060902
30.655902,59.87526,976.156725,capsicum,fruiting,0.089754
26.988792,70.299869,996.547877,cucumber,vegetative,0.004258
33.039255,81.146692,1124.098501,cucumber,vegetative,0.139736
19.998517,71.166075,810.983384,tomato,flowering,0.006242
19.805978,65.134589,967.692877,lettuce,fruiting,0.021589
17.921154,56.000405,884.784988,tomato,flowering,0.081739
18.097371,100.0,718.352977,cucumber,fruiting,0.359721
10.763906,97.13772,1659.195704,tomato,fruiting,0.774683
35.25932,32.450464,329.832261,cucumber,flowering,1.0
25.167665,71.662903,986.785677,tomato,fruiting,0.00781
18.966199,68.566186,783.518149,strawberry,fruiting,0.0
20.795793,70.680033,1013.645694,capsicum,vegetative,0.0
34.884706,92.30401,1655.417611,tomato,flowering,0.840361
17.879595,60.846816,1356.067385,capsicum,vegetative,0.129611
10.0,43.337479,1607.439826,lettuce,fruiting,0.689039
26.430599,83.451545,889.307771,cucumber,fruiting,0.0
26.908932,51.323246,645.151223,lettuce,vegetative,0.318878
22.572614,66.498243,1072.692004,tomato,vegetative,0.0
24.873396,85.060089,814.196047,cucumber,flowering,0.000911
21.055213,66.64429,869.007605,strawberry,fruiting,0.0
27.913538,82.517312,942.504261,cucumber,vegetative,0.0
22.215184,73.806765,537.321886,strawberry,fruiting,0.103567
32.627517,68.188012,655.94344,cucumber,flowering,0.361738
37.475478,47.094924,1706.92513,lettuce,flowering,0.96489
36.630464,92.391817,1725.852559,tomato,fruiting,0.816663
22.734544,71.374176,812.942003,strawberry,flowering,0.0
13.738753,38.00536,420.12948,capsicum,flowering,0.859289
18.986149,67.854449,826.249956,lettuce,vegetative,0.000345
27.819896,81.473854,958.567524,cucumber,vegetative,0.0
26.976452,59.288597,690.089068,strawberry,flowering,0.139447
23.491525,64.759135,889.389037,strawberry,flowering,0.011631
10.0,36.053682,1536.189579,strawberry,fruiting,0.769492
27.598224,66.89149,1198.857622,strawberry,fruiting,0.203464
27.528771,58.278278,701.10129,lettuce,flowering,0.269785
10.0,30.890756,443.25875,strawberry,fruiting,0.749661
23.242099,65.965495,1002.729269,tomato,fruiting,0.0
32.49864,85.221235,1215.557956,tomato,fruiting,0.292379
